City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
317,Nuuk,GL,64.1835,-51.7216,30.81,93,100,9.22,light snow
318,Vasai,IN,19.47,72.8,86.09,68,79,4.74,broken clouds
319,Trofors,NO,65.5333,13.4063,41.2,95,100,3.69,overcast clouds
320,Syktyvkar,RU,61.6764,50.8099,37.13,64,75,4.47,broken clouds
321,Saint-Joseph,RE,-21.3667,55.6167,66.58,73,16,10.69,few clouds
322,Ust-Kuyga,RU,70.0167,135.6,32.09,98,94,4.29,overcast clouds
323,Price,US,39.5994,-110.8107,72.66,18,0,11.5,clear sky
324,Lorengau,PG,-2.0226,147.2712,86.79,63,9,8.19,clear sky
325,Comodoro Rivadavia,AR,-45.8667,-67.5,35.46,69,0,3.44,clear sky
326,Kaseda,JP,31.4167,130.3167,71.31,52,100,1.54,overcast clouds
327,Oksbol,DK,55.6268,8.2876,53.91,94,100,2.51,overcast clouds
328,Takoradi,GH,4.8845,-1.7554,78.82,87,32,9.08,scattered clouds
329,Alexandria,EG,31.2156,29.9553,67.28,61,0,5.97,clear sky
330,Isangel,VU,-19.55,169.2667,77.29,87,100,19.19,light rain
331,Along,IN,28.1667,94.7667,69.71,99,100,1.34,light rain
332,Codrington,AU,-38.2667,141.9667,57.97,55,93,10.56,overcast clouds
333,Lompoc,US,34.6391,-120.4579,68.14,70,0,6.91,clear sky
334,Mastic Beach,US,40.7668,-72.8521,59.77,73,75,11.99,broken clouds
335,Steinbach,DE,50.1667,8.5667,65.08,79,0,6.91,clear sky
336,Jacareacanga,BR,-6.2222,-57.7528,67.59,77,76,1.36,broken clouds
337,Millinocket,US,45.6573,-68.7098,46.51,61,0,3.44,clear sky
338,Kalmunai,LK,7.4167,81.8167,84.85,66,9,14.43,clear sky
