City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
134,Bathsheba,BB,13.2167,-59.5167,83.01,74,20,18.41,few clouds
135,Road Town,VG,18.4167,-64.6167,82.49,78,40,6.91,scattered clouds
136,Am Timan,TD,11.0297,20.2827,90.97,28,68,3.15,broken clouds
137,Puerto Ayora,EC,-0.7393,-90.3518,76.96,80,53,9.93,broken clouds
138,Port Alfred,ZA,-33.5906,26.891,59.95,81,45,5.61,scattered clouds
139,Elblag,PL,54.1522,19.4088,45.97,95,45,6.38,scattered clouds
140,Manakara,MG,-22.1333,48.0167,66.38,94,16,3.42,few clouds
141,Husavik,IS,66.0449,-17.3389,37.83,94,100,8.59,overcast clouds
142,Anadyr,RU,64.75,177.4833,52.3,62,0,8.95,clear sky
143,Sibolga,ID,1.7427,98.7792,76.82,86,100,2.84,overcast clouds
144,Ixtapa,MX,20.7,-105.2,79.83,69,0,12.66,clear sky
145,Iqaluit,CA,63.7506,-68.5145,26.33,86,100,21.85,light snow
146,Camalu,MX,30.85,-116.0667,66.34,56,0,11.72,clear sky
147,Utkivka,UA,49.7858,36.0753,47.46,91,89,8.05,overcast clouds
148,Riyadh,SA,24.6877,46.7219,86.14,9,0,6.4,clear sky
149,Margate,GB,51.3813,1.3862,57.69,80,100,3.0,overcast clouds
150,Shelburne,CA,44.0787,-80.2041,55.76,74,91,14.72,overcast clouds
151,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.23,82,29,13.47,scattered clouds
152,Chuy,UY,-33.6971,-53.4616,54.55,77,71,5.95,broken clouds
153,Nemuro,JP,43.3236,145.575,45.86,96,100,13.47,overcast clouds
154,Bengkulu,ID,-3.8004,102.2655,75.51,89,38,3.13,scattered clouds
155,Torbay,CA,47.6666,-52.7314,57.97,59,100,13.8,overcast clouds
156,Constitucion,CL,-35.3333,-72.4167,52.12,93,100,13.47,overcast clouds
157,Chokurdakh,RU,70.6333,147.9167,32.56,99,100,2.17,light snow
158,Matagami,CA,49.7502,-77.6328,46.51,53,100,8.05,overcast clouds
159,Klaksvik,FO,62.2266,-6.589,47.32,92,36,6.4,scattered clouds
160,Bandarbeyla,SO,9.4942,50.8122,80.78,83,74,23.15,broken clouds
161,Dunedin,NZ,-45.8742,170.5036,51.8,51,60,15.99,broken clouds
162,Bihac,BA,44.8169,15.8708,62.38,97,100,2.93,overcast clouds
163,Fortuna,US,40.5982,-124.1573,61.93,80,20,17.27,few clouds
164,Bethel,US,41.3712,-73.414,90.45,56,0,11.5,clear sky
165,Camacha,PT,33.0833,-16.3333,63.82,72,40,12.66,scattered clouds
166,Malinovoye Ozero,RU,51.6753,79.7825,53.55,42,79,5.26,broken clouds
167,Aykhal,RU,66.0,111.5,50.81,62,16,12.68,few clouds
168,Kabinda,CD,-6.1333,24.4833,72.63,66,90,2.55,overcast clouds
169,Cuamba,MZ,-14.8031,36.5372,65.05,67,21,2.42,few clouds
170,Khani,GE,41.9563,42.9566,54.97,82,86,5.5,light rain
171,Yar-Sale,RU,66.8333,70.8333,33.13,94,100,28.16,overcast clouds
172,El Vigia,VE,8.6219,-71.6506,87.76,61,9,4.05,clear sky
173,Touros,BR,-5.1989,-35.4608,75.85,90,18,12.91,few clouds
